X1,X2,X3,X4,X5,X6,X7,class
0.605213610921055,0.0305550002958626,0.838384618517011,0.00678306678310037,0.096104125957936,0.239525493467227,0.489988265326247,0
0.24639411456883,0.552575739799067,0.977203529328108,0.27271850570105,0.700957418652251,0.590274643152952,0.367648378480226,1
0.0674664180260152,0.683515642071143,0.589451455278322,0.23749127285555,0.737272442318499,0.404542906209826,0.457751951413229,1
0.341049789916724,0.401718270266429,0.342911960789934,0.82984331343323,0.872120794840157,0.420168896904215,0.720299851614982,1
0.917966741370037,0.731236714404076,0.461208982625976,0.423491997411475,0.776445490308106,0.700236862991005,0.573532436508685,1
0.625590413575992,0.883600060595199,0.126471027033404,0.438100084429607,0.220334408106282,0.581009493442252,0.820320963393897,1
0.594162254361436,0.590488560032099,0.422959145624191,0.560563171748072,0.0905600776895881,0.0658544113393873,0.296305446187034,1
0.987754915142432,0.763275923440233,0.393958219559863,0.48774341843091,0.739172900328413,0.568822880741209,0.129964295774698,1
0.38349352334626,0.895283457124606,0.377059336286038,0.520323287695646,0.246284653199837,0.574452081462368,0.902890035882592,1
0.795746771385893,0.910177063662559,0.447039629099891,0.997896065935493,0.91990178800188,0.944346660282463,0.978918790118769,1
0.873315313598141,0.489857292966917,0.594345493009314,0.9782336615026,0.377908694790676,0.283379421569407,0.439647280843928,1
0.684151048772037,0.697714437264949,0.861203725915402,0.705017063533887,0.837441450450569,0.383629692485556,0.702791468938813,1
0.722962539410219,0.800476333126426,0.471443838207051,0.123503281967714,0.872766869841143,0.159254789585248,0.161874331766739,1
0.783065155381337,0.567414059303701,0.0584233943372965,0.496866634814069,0.454857147531584,0.121668434236199,0.970943584572524,1
0.952460715314373,0.264237005030736,0.316101830685511,0.256364066153765,0.892910030903295,0.0281375180929899,0.25847062561661,0
0.344487143214792,0.204046824015677,0.0306616220623255,0.459529814776033,0.163151563378051,0.988509297836572,0.348928935360163,0
0.472429442917928,0.492538609309122,0.87801841692999,0.530526179354638,0.161891269497573,0.475984320510179,0.277052549878135,1
0.553817650303245,0.366680132923648,0.947762156371027,0.150083281099796,0.744542785687372,0.217831556219608,0.278409461723641,0
0.952303065452725,0.829269654583186,0.190747030079365,0.00273815705440938,0.615391323342919,0.382501091342419,0.0591499349102378,1
0.878014221787453,0.826333165401593,0.239814594388008,0.546337227104232,0.0589324918109924,0.900933181634173,0.01026854920201,0
0.41823907266371,0.568207804346457,0.313532576197758,0.875088853063062,0.0188951850868762,0.810848750174046,0.221959814894944,1
0.262405766174197,0.298711734823883,0.421700002858415,0.284279243089259,0.838827150175348,0.784928614972159,0.577751081902534,0
0.491262032650411,0.950769187184051,0.212108394829556,0.948468864429742,0.556286503560841,0.180890348274261,0.415902856038883,1
0.309238735586405,0.428737231297418,0.621844779700041,0.0323652452789247,0.649208396207541,0.453843033406883,0.170066028367728,1
0.479221190093085,0.227041788864881,0.198190840892494,0.993962320499122,0.322110874578357,0.763253334444016,0.430927814915776,0
0.0731017645448446,0.00282118795439601,0.659622746752575,0.891829143278301,0.699070219649002,0.0967191895470023,0.246374132344499,0
0.616400700761005,0.234025480225682,0.204282114747912,0.338154233060777,0.713971173157915,0.2381425506901,0.501103314803913,0
0.871771457605064,0.905349676962942,0.107324536889791,0.555100081721321,0.239740301854908,0.826784463832155,0.976274640997872,1
0.0835448638536036,0.642902703024447,0.390233527868986,0.452404592186213,0.465676786610857,0.515410119434819,0.144428079947829,1
