id,0,1,2,3,4,5,6,7,8
1,0.0065812087,0.00057975197,0.00048758014,0.00020559326,7.328381e-05,0.0077942247,0.00046869155,0.9778284,0.0059813196
2,0.00010378359,8.513273e-05,5.438382e-05,5.3820706e-05,1.4870289e-05,0.9994382,4.4570916e-05,0.00015804097,4.7218895e-05
3,0.00018645886,0.0002023876,0.00014485896,0.00020657822,3.2128086e-05,0.99822813,0.00051554135,0.00038625224,9.7616845e-05
4,0.0011366962,0.5010042,0.20408608,0.26461327,0.00050535926,0.0032107427,0.022598317,0.0010820318,0.0017633145
5,0.04396507,0.5143013,0.20671746,0.047530957,0.0036573594,0.01362089,0.11923597,0.0056163752,0.045354668
6,0.00025701028,0.00012546829,8.70331e-05,0.00021844465,2.3570297e-05,0.9985649,0.00010582178,0.00038477583,0.00023301705
7,0.07875234,0.032883067,0.0129455235,0.003517465,0.0017141202,0.12803325,0.61791307,0.11380113,0.01043998
8,0.0041218954,0.1821554,0.19490209,0.0447524,0.0011073838,0.017501926,0.54869974,0.0039668246,0.0027924192
9,8.791714e-05,0.9597595,0.037631698,0.0011406912,9.164876e-05,0.00044997458,0.00031316522,0.00034925013,0.00017623525
10,3.6587593e-05,0.00014939108,5.4582768e-05,0.0015488142,0.99787056,7.60587e-05,7.290606e-05,0.00010698657,8.412838e-05
11,0.1003892,0.003794473,0.0019850193,0.0020437266,0.00039479928,0.4472728,0.0119595565,0.01529644,0.41686398
12,0.00015843735,0.93094254,0.054814782,0.010778508,0.00020459348,0.00068686844,0.0012606021,0.00078764313,0.00036604886
13,0.0004919231,0.00016413184,0.00010313747,0.00024997632,2.9346895e-05,0.99739826,0.00018637671,0.0012381885,0.00013872575
14,4.3891523e-05,6.537112e-05,4.1378495e-05,3.8949347e-05,1.2862361e-05,0.9996056,2.7474893e-05,0.00012298535,4.146093e-05
15,0.0002257553,0.00027833175,0.00019995376,0.00011107536,4.3559838e-05,0.0032480315,0.00046064178,0.9949404,0.0004923212
16,0.000659339,0.53119266,0.3673188,0.08525478,0.00035478928,0.0014146904,0.011534101,0.0009959791,0.0012748069
17,0.0003783292,0.58891267,0.36033052,0.04497364,0.00023883987,0.0012518087,0.0025831829,0.00086432265,0.00046679168
18,0.004706758,0.0028048663,0.00079708785,0.024011306,0.94131976,0.0059448034,0.004163235,0.009171911,0.0070803044
19,0.016923977,0.4745953,0.46126786,0.0053797006,0.009452692,0.0059155347,0.010037309,0.0095806355,0.0068469974
20,5.1953553e-05,7.219733e-05,4.5217603e-05,4.436294e-05,1.3128977e-05,0.99953234,3.0671486e-05,0.00016261387,4.751766e-05
21,5.575119e-05,0.99064946,0.0070618135,0.0014614156,4.8907077e-05,0.00031133438,0.00010838626,0.00018667268,0.000116302435
22,5.049639e-05,6.6331006e-05,4.1798707e-05,5.588961e-05,1.2018275e-05,0.99958557,3.5176432e-05,0.0001114864,4.1220712e-05
23,0.0011087345,0.4070303,0.48398632,0.08046699,0.00033763837,0.0015700646,0.023333201,0.0010859435,0.0010808576
24,0.04219602,0.003062779,0.0017137105,0.0004136461,0.00014274038,0.016724119,0.005187253,0.00386621,0.92669356
